"channel","inventory_row_type","province","city","suburb","area","market_scope","coverage_type","outlet_name","inventory_name","media_subtype","package_name","slot_label","language_display","duration_seconds","rate_type","cost_zar","raw_rate_zar","investment_zar","cost_per_month_zar","value_zar","exposure_count","monthly_exposure_count","duration_weeks","duration_months","is_national","has_pricing","inventory_key","source_type"
"radio","slot","national","","","national","national","national","5FM","5FM - 14:00-18:00","spot","","14:00-18:00","english","30","spot","2970.00","2970.00","","","","","","","","true","true","radio_slot:53c36d75-aa22-5208-d39c-ce9b51358584","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 15:00-16:00","spot","","15:00-16:00","english","30","spot","7860.00","7860.00","","","","","","","","true","true","radio_slot:87b6507a-bafc-6fb6-589f-51ca063ea4f6","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 16:00-17:00","spot","","16:00-17:00","english","30","spot","9660.00","9660.00","","","","","","","","true","true","radio_slot:2f0ae025-0b13-2a27-979f-1ba6cadade01","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 17:00-18:00","spot","","17:00-18:00","english","30","spot","9660.00","9660.00","","","","","","","","true","true","radio_slot:9d6c9b62-005b-a05b-b6bf-1caefaeb73b9","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 18:00-19:00","spot","","18:00-19:00","english","30","spot","1890.00","1890.00","","","","","","","","true","true","radio_slot:981d6988-d467-d670-336b-64eb709c3b23","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 18:00-19:00","spot","","18:00-19:00","english","30","spot","10110.00","10110.00","","","","","","","","true","true","radio_slot:5cd294e4-b2e0-f3b7-d7f9-ae476676ed23","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 18:00-21:00","spot","","18:00-21:00","english","30","spot","1530.00","1530.00","","","","","","","","true","true","radio_slot:719d7571-d6c9-0d8f-688d-1964ebd2f89d","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 19:00-22:00","spot","","19:00-22:00","english","30","spot","3450.00","3450.00","","","","","","","","true","true","radio_slot:04b8a67a-f0f8-c58c-21c2-463df5cbd271","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 19:00-22:00","spot","","19:00-22:00","english","30","spot","2010.00","2010.00","","","","","","","","true","true","radio_slot:549605a2-fed6-6834-e0e7-53263458671e","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 21:00-01:00","spot","","21:00-01:00","english","30","spot","900.00","900.00","","","","","","","","true","true","radio_slot:a9d59a52-329d-ef2a-5846-c6bb78b3c54b","radio_slot"
